"","pub_date","main","V2"
"2170","1989-03-28","Nuclear War Plan by I.R.S.",-0.333333333333333
"2171","1989-03-28","Jury to Get Wells Fargo Robbery Case",-0.166666666666667
"2172","1989-03-28","Soviet-Lab Report Called Plausible",0.5
"2173","1989-03-28","Market Place; An Expert Shuns Risk Arbitrage",0
"2174","1989-03-28","Our Towns; Abuse Goes On, But Caseworkers Often Cannot",-0.2
"2175","1989-03-28","Micro General reports earnings for Qtr to Dec 31",0
"2176","1989-03-29","Bloc Development Technoloies reports earnings for Qtr to Dec 31",0
"2177","1989-03-29","THE MEDIA BUSINESS: Advertising; Pro Bono",0.2
"2178","1989-03-29","Pointing The Way To Wine",-0.333333333333333
"2179","1989-03-29","KEY RATES",0
"2180","1989-03-29","CHEMICAL FOR IRAN WON'T BE RELEASED",0
"2181","1989-03-29","Wedgestone Financial reports earnings for Qtr to Dec 31",0
"2182","1989-03-29","Pei Pyramid and New Louvre Open Today",0.166666666666667
"2183","1989-03-29","FINAL FOUR: Michigan Takes Success in Stride; Mood on Campus 'Quiet Excitement'",0.2
"2184","1989-03-29","CONTRAS' LEADERS URGED TO RETURN HOME FOR ELECTION",0.166666666666667
"2185","1989-03-29","Sony Mae Issue Of $90 Million",0
"2186","1989-03-29","Good Intentions",0.5
"2187","1989-03-29","T.W.A. Announces An Airbus Order By The Associated Press",0
"2188","1989-03-29","Recycling Plan Gains Final Approval",0.4
"2189","1989-03-29","Soviet Insurgent Basks in Victory's Glow",0.4
"2190","1989-03-29","Poets in the Bars Series To Start at Village Gate",-0.166666666666667
"2191","1989-03-29","Rates Turn Lower At Citicorp's Sale",-0.4
"2192","1989-03-29","Corrections",1
"2193","1989-03-29","Fishermen and State Take Charge Of Efforts to Control Alaska Spill",-0.125
"2194","1989-03-29","Kaufman & Broad Home Corp reports earnings for Qtr to Feb 28",0
"2195","1989-03-29","Advantages Seen In Smaller Banks",0.25
"2196","1989-03-29","Compumat Inc reports earnings for Qtr to Feb 28",0
"2197","1989-03-29","THE MEDIA BUSINESS: Advertising; Image Drive For Overseas Hilton Unit",-0.125
"2198","1989-03-29","3,000 Protest City's Handling of AIDS Crisis",-0.2
"2199","1989-03-29","New-Music Festival Celebrating 10 Years",0.5
"2200","1989-03-29","Court Rules America's Cup Is New Zealand's by Forfeit",0
"2201","1989-03-30","THE MEDIA BUSINESS: Advertising; People",0
"2202","1989-03-30","Early Walkers and Fullers",0
"2203","1989-03-30","Designs Inc reports earnings for Qtr to Jan 28",0
"2204","1989-03-30","Metro Datelines; New York Considers Releasing Inmates",0.142857142857143
"2205","1989-03-30","Baseball; Mets Are Confident For the Opening Game",0.6
"2206","1989-03-30","The Oscar Winners",0
"2207","1989-03-30","Invest School Resources in Teaching Parents",0.2
"2208","1989-03-30","Farm Credit Banks Offering $2.77 Billion of Securities",0.5
"2209","1989-03-30","Washington Journal; Tourists Swarm Capital In This Violent Season",-0.142857142857143
"2210","1989-03-30","A Pollution Warning From California",-0.333333333333333
"2211","1989-03-30","No Time for the Old Pentagon Thinking",0
"2212","1989-03-30","Talks on Farm Subsidies",0.333333333333333
"2213","1989-03-30","Close to Home",0
"2214","1989-03-30","Mcorp Chapter 11 Filing Expected",0
"2215","1989-03-30","Space Failure: U.S. Partnership Fades",0
"2216","1989-03-30","Brendle's Inc reports earnings for Qtr to Jan 31",0
"2217","1989-03-30","RABBINICAL GROUP TO WIDEN ITS ROLE",0
"2218","1989-03-30","Currents; Buatta, In Bits And Pieces",-0.5
"2219","1989-03-30","Lynn Ceci, 58, Is Dead; Anthropology Teacher",-0.2
"2220","1989-03-30","In Stormy Yugoslav Region, A Fragile Lull in Ethnic Strife",-0.571428571428571
"2221","1989-03-30","Japan to Let Contract On Disputed Jet Project",-0.333333333333333
"2222","1989-03-30","INSIDE",0
"2223","1989-03-30","Corrections",1
"2224","1989-03-30","Topics of The Times; The Prism of Paris",0
"2225","1989-03-30","N.H.L. Team Signs First Soviet Player, And He's a Surprise",0
"2226","1989-03-31","Condemned but Cozy, Board Goes On",0
"2227","1989-03-31","Justine Townsend Friberg",0
"2228","1989-03-31","Centuri Inc reports earnings for Qtr to Dec 31",0
"2229","1989-03-31","Avery International Corp reports earnings for Qtr to Feb 28",0
"2230","1989-03-31","French Dancers to the U.S.",0
"2231","1989-03-31","INSIDE",0
"2232","1989-03-31","Sis Corp reports earnings for Year to Dec 31",0
"2233","1989-03-31","Pop/Jazz; Little Anthony, Happy At Last",0.2
"2234","1989-03-31","British Battle Over Harrods: 'Tiny' vs. 'Phoney Pharaoh'",-0.166666666666667
"2235","1989-03-31","The Pulitzer Prizes",0.5
"2236","1989-03-31","Consumers Resist Price Rises, Putting Squeeze on Retailers",0
"2237","1989-03-31","2 Subway Workers Killed by a Train Rounding a Curve",0.166666666666667
"2238","1989-03-31","Maria Shriver Signs Contract With NBC",0
"2239","1989-03-31","Davis Makes a $2.6 Billion Offer for NWA",0.2
"2240","1989-03-31","Sounds Around Town",0.333333333333333
"2241","1989-03-31","Radio City to Promote at Pier 84",0
"2242","1989-03-31","Fastest Backstroker Loses a Revolution",-0.5
"2243","1989-03-31","Laidlaw Transportation Ltd reports earnings for Qtr to Feb 28",0
"2244","1989-03-31","Mrs. Mitterrand Given Human Rights Award",0.5
"2245","1989-03-31","Corrections",1
"2246","1989-03-31","Olajuwon Gives Rockets a Most Valuable Performance",0.4
"2247","1989-03-31","THE MEDIA BUSINESS: Advertising; Grey Acquisition",0
"2248","1989-03-31","WEEKENDER GUIDE",0.5
"2249","1989-03-31","Review/Television; The Oscars as Home Entertainment",0.25
"2250","1989-03-31","Auctions",0
"2251","1989-04-01","Bush Sees History as 'Basically Kind' to Presidents",0.333333333333333
"2252","1989-04-01","Review/Music; Bernstein's Conception Of Mahler's 'Resurrection'",0.2
"2253","1989-04-01","CONSUMER'S WORLD: Guidepost; Keeping Cellars Dry",0
"2254","1989-04-01","KEY RATES",0
"2255","1989-04-01","Sasser Wins the Mets' 24th Spot",-0.25
"2256","1989-04-01","O'Neill Suggests He Could Back 8.5% Sales Tax",0
"2257","1989-04-01","Kroger to Proceed With Settlement",0
"2258","1989-04-01","Biltmore Theater's Owner Rejects $5.25 Million Offer",0
"2259","1989-04-01","Women in Local Offices Find High Goals Elusive",0
"2260","1989-04-01","Exiled Artist Now a Star in Moscow",-0.2
"2261","1989-04-01","Sugar Sours the Everglades",-0.333333333333333
"2262","1989-04-01","Oscar's Endless Night",0
"2263","1989-04-01","Politics Pales Beside the Beauty of the Capital's Blossoms",0.5
"2264","1989-04-01","Maine Official Is Criticized for Comment on Blacks in Sports",0
"2265","1989-04-01","Tele-Radio Systems Ltd.  reports earnings for Year to Dec 31",0
"2266","1989-04-01","Bears Want Childress",0
"2267","1989-04-01","Ralph R. McCoy, 79, Ex-Oil Company Head",0.2
"2268","1989-04-01","U.S. Court Approves Supermarket Merger",0.5
"2269","1989-04-01","MINNESOTA DEFEATS MAINE TO GAIN TOURNAMENT FINAL",0.166666666666667
"2270","1989-04-01","Mission Resource Partners L.P. reports earnings for Qtr to Dec 31",0.285714285714286
"2271","1989-04-01","Patents; Creating The Illusion Of 3-D Sound",0.5
"2272","1989-04-01","Cuomo Names Prosecutor In Choke Case",-0.2
"2273","1989-04-01","Reservoirs See a Gain, Just Barely",0.4
"2274","1989-04-01","Fund Transfer Granted To Supply AIDS Drug",0.166666666666667
"2275","1989-04-01","Constantine Stackelberg, 90, Ex-Economist",0
"2276","1989-04-02","Elizabeth Patience Smith, Executive, Is Married to Kwan-Lan Tom Mao",0.125
"2277","1989-04-02","Answering The Mail",0
"2278","1989-04-02","AT SEA IN VOLUME THREE",0
"2279","1989-04-02","Help Wanted, But Certainly Not Today",0
"2280","1989-04-02","A REMINDER",0
"2281","1989-04-02","A Big-Top Benefit For Adoption",0.333333333333333
"2282","1989-04-02","Cuba Seeks Better Latin Ties",0.2
"2283","1989-04-02","ASHBY LIVES AGAIN",0.5
"2284","1989-04-02","Linda Rosenberg, Bank Executive, Becomes a Bride",-0.166666666666667
"2285","1989-04-02","New York",0
"2286","1989-04-02","How to Extend a Monitor's Life",0
"2287","1989-04-02","Gorbachev Said to Reject Soviet Right to Intervene",0
"2288","1989-04-02","A Cloud Darkens Opening Day",0
"2289","1989-04-02","PASTIMES: Bridge",0
"2290","1989-04-02","Review/Recital; Romantic Statements On the Piano",0.25
"2291","1989-04-02","A Mind's-Eye View of Beckett's World",0
"2292","1989-04-02","Leverett Edwards, Labor Mediator, Is Dead at 87",0
"2293","1989-04-02","Reeling From a Wave of Anti-Gun Sentiment",0
"2294","1989-04-02","AGING GRACEFULLY",0.5
"2295","1989-04-02","UNDER THE ROCK",0
"2296","1989-04-02","Dance School Honnors Nossen Legacy",0.2
"2297","1989-04-02","Jimmy Breslin Goes Hollywood, Family and All",0
"2298","1989-04-02","CONNECTICUT OPINION",-0.5
"2299","1989-04-02","Norwegian Nibbles",0
"2300","1989-04-02","Sports of The Times; Memo to Giamatti: Make It One Game, Not Two",0.125
"2301","1989-04-03","Medical Billing Faces Challenge by Insurers",-0.2
"2302","1989-04-03","Islanders Defeat Rangers, 6-4",-0.333333333333333
"2303","1989-04-03","Allegheny Case Ruling",0
"2304","1989-04-03","Daniel N. Jackson Married To Claudia M. Marbach",0.2
"2305","1989-04-03","Yankees Talk With Gossage",0
"2306","1989-04-03","Molokai Oil Spill Cleaned Up",0
"2307","1989-04-03","Arafat Is Elected President Of State He Hopes o Form",0.333333333333333
"2308","1989-04-03","Some Trouble in a River City",-0.333333333333333
"2309","1989-04-03","Rise in Rates Expected to End",0
"2310","1989-04-03","Sparks Fly in Catskills Over Fantasyland Plan",0
"2311","1989-04-03","Fox Broadcasting's Successful Gambles",0
"2312","1989-04-03","Wages Even Wall St. Can't Stomach",0
"2313","1989-04-03","L.I. Teen-Ager Charged With Killing His Mother",-0.5
"2314","1989-04-03","Bridge",0
"2315","1989-04-03","My Critic's Cloudy Vision",-0.333333333333333
"2316","1989-04-03","The U.N. Today",0
"2317","1989-04-03","63% of Freed Prisoners Are Jailed Within 3 Years, U.S. Study Finds",-0.428571428571429
"2318","1989-04-03","The Trick Is Getting It Airborne",-0.666666666666667
"2319","1989-04-03","Dr. Max Fine, Pioneer In Corneal Transplant",0
"2320","1989-04-03","B.S.B. Names New Chief For U.S. Unit",0
"2321","1989-04-03","Haiti, From Duvalier's Exile To Most Recent Coup Report",-0.166666666666667
"2322","1989-04-03","PRETORIA SUSPENDS THE DEMOBILIZING OF NAMIBIA FORCE",-0.4
"2323","1989-04-03","BUSINESS DIGEST",0
"2324","1989-04-03","Renewed Pride for Seton Hall",0.5
"2325","1989-04-03","1,000 Urge Legalizing of Drug",0.333333333333333
"2326","1989-04-04","Pirates Aren't Dwelling on Defeat",-0.25
"2327","1989-04-04","Millard Sheets Is Dead; Arts Professor Was 81",0
"2328","1989-04-04","Eastern Strike Leaves Island Resorts in Lurch",-0.166666666666667
"2329","1989-04-04","General Public Utilities reports earnings for 12mo Feb 28",0.166666666666667
"2330","1989-04-04","US Shoe Corp reports earnings for Qtr to Jan 28",0
"2331","1989-04-04","Earle Palmer Brown",0
"2332","1989-04-04","Great Country Bank reports earnings for Qtr to Feb 28",0.142857142857143
"2333","1989-04-04","Notes and Bonds Up in Volatile Day",-0.25
"2334","1989-04-04","Air Supplier Is Indicted As an Illegal Importer",-0.2
"2335","1989-04-04","Corrections",1
"2336","1989-04-04","Mitsubishi to Chiat",0
"2337","1989-04-04","Michigan Works Overtime, but It's Worth It",0.25
"2338","1989-04-04","In Hartford, News by Fax",0
"2339","1989-04-04","Lawrence Insurance Group reports earnings for Year to Dec 31",0
"2340","1989-04-04","Review/Music; Tomorrow's Singers in Met Concert",0
"2341","1989-04-04","Reviews/Music; Uncelebrated Composer Finds New Friends",0.166666666666667
"2342","1989-04-04","Pubco reports earnings for Year to Dec 31",0
"2343","1989-04-04","Turn Welfare Hotels Into AIDS Hospices",0.2
"2344","1989-04-04","Razing Questions",-0.5
"2345","1989-04-04","Farm Credit Banks Planning Billion-Dollar Note Program",0.142857142857143
"2346","1989-04-04","Emerald Mortgage Investents reports earnings for Qtr to Dec 31",0
"2347","1989-04-04","MAYORAL ELECTION IN CHICAGO TODAY",0
"2348","1989-04-04","Bobbie Brooks Inc reports earnings for Year to Dec 31",0
"2349","1989-04-04","Spartan Motors Inc reports earnings for Qtr to Dec 31",0
"2350","1989-04-04","Eastex Energy Inc reports earnings for Qtr to Dec 31",0
"2351","1989-04-05","Ousted Tanker Captain Still in Hiding",-0.2
"2352","1989-04-05","BRIDGE",0
"2353","1989-04-05","Strober Organization reports earnings for Qtr to Dec 31",0.166666666666667
"2354","1989-04-05","Tribune Co. To Buy Stock",0.333333333333333
"2355","1989-04-05","RESULTS PLUS",0
"2356","1989-04-05","Toreador Royalty Corp reports earnings for Year to Dec 31",0
"2357","1989-04-05","A Peace at Risk in Namibia",0.333333333333333
"2358","1989-04-05","NEWS SUMMARY",0
"2359","1989-04-05","Techmire Ltd reports earnings for Qtr to Jan 31",0
"2360","1989-04-05","Chicago Mayor From a New Mold; Richard Michael Daley",0
"2361","1989-04-05","Genentech's AIDS Drug",0.333333333333333
"2362","1989-04-05","TGX Corp reports earnings for Year to Dec 31",0
"2363","1989-04-05","Workers Tell Of Patronage By Koch Aides",0.4
"2364","1989-04-05","Summations Under Way",0
"2365","1989-04-05","British Group Gets Stake in Somerset",-0.2
"2366","1989-04-05","Ports of Call reports earnings for Qtr to Dec 31",0.166666666666667
"2367","1989-04-05","Now That's A Payday",0
"2368","1989-04-05","Lemieux Is Ready To Show Still More",-0.25
"2369","1989-04-05","Rozelle Rules That Sanders Can Enter the N.F.L. Draft",0
"2370","1989-04-05","New Advances In Electronics",0.333333333333333
"2371","1989-04-05","No Extension for Viola",0
"2372","1989-04-05","King Scores 43 Points as Bullets Set Back Nets, 104-96",-0.142857142857143
"2373","1989-04-05","SOVIETS SOLD LIBYA ADVANCED BOMBER, U.S. OFFICIALS SAY",0.142857142857143
"2374","1989-04-05","Koch Extends Freeze on Hiring And Orders 20% Cut in Spending",-0.142857142857143
"2375","1989-04-05","Tyco Laboratories Inc reports earnings for Qtr to Feb 28",0
"2376","1989-04-06","U.S. Bars Beech-Nut",-0.5
"2377","1989-04-06","Koch Defends Practices in Hiring In Testimony Before Ethics Panel",0.285714285714286
"2378","1989-04-06","How Much They Make",0
"2379","1989-04-06","Citizens & Southern Corp. reports earnings for Qtr to Mar 31",-0.142857142857143
"2380","1989-04-06","HEALTH: Epidemiology; Some Black Groups Are Found at High Risk Of Kidney Failure",0
"2381","1989-04-06","Raising Farmer Tax Burden Hurts New York",-0.571428571428571
"2382","1989-04-06","Groups Protest Drug Unit List Of Suspects",-0.333333333333333
"2383","1989-04-06","Baker Meets With Shamir; Calls Ideas 'Encouraging'",0.5
"2384","1989-04-06","Celina Financial Corp. reports earnings for Qtr to Dec 31",0
"2385","1989-04-06","DRUGS AND TERROR LINKED IN COLOMBIA",-0.25
"2386","1989-04-06","SAI Group Inc. reports earnings for Qtr to Dec 31",0
"2387","1989-04-06","Ad Research Shifts From Products to People",0.25
"2388","1989-04-06","Results Plus",0
"2389","1989-04-06","Stockholm to Charge Palme Suspect",-0.5
"2390","1989-04-06","Review/Dance; Balinese Troupe, to the Sound of the Gamelan",0.2
"2391","1989-04-06","BRIEFS",0
"2392","1989-04-06","Maxicare Health Plans Inc. reports earnings for Qtr to Dec 31",0.125
"2393","1989-04-06","Sprucing Up the Neighborhood? Try Visiting the Botanical Garden",-0.166666666666667
"2394","1989-04-06","THE MEDIA BUSINESS: Advertising; Hollywood Spent More For TV Ads Last Year",0
"2395","1989-04-06","Washington Talk: The Court",0.333333333333333
"2396","1989-04-06","TV Coverage: Spill Inquiries",-0.333333333333333
"2397","1989-04-06","Release the Captive Judges",0
"2398","1989-04-06","Personal Health",0.5
"2399","1989-04-06","PARENT & CHILD",0
"2400","1989-04-06","The U.N. Today",0
"2401","1989-04-07","About Real Estate; 2 Rentals in the Bronx Are Turned Into Co-ops",0
"2402","1989-04-07","Aircoa Hotel Partners L.P. reports earnings for Year to Dec 31",0.142857142857143
"2403","1989-04-07","A 10-Year Battle Over a Parcel in Rye",-0.25
"2404","1989-04-07","Review/Art; George Grosz, Elicitor of the Weimar Era",0
"2405","1989-04-07","Scintrex Ltd. reports earnings for Year to Dec 31",0
"2406","1989-04-07","Williams Art Museum Names New Director",0.166666666666667
"2407","1989-04-07","Theodore Batton, Designer, 39",0
"2408","1989-04-07","The Japanese Mystery",0
"2409","1989-04-07","3 Goals by Kontos Help Kings Tie Series",0
"2410","1989-04-07","Johnson Electronics reports earnings for Qtr to Dec 31",0
"2411","1989-04-07","Urban Adventures: Touring by the Book",0.25
"2412","1989-04-07","Paine Webber Quits Venture",-0.5
"2413","1989-04-07","Racial Differences in Alimony",-0.333333333333333
"2414","1989-04-07","Rose: Indicted Man Is No Longer a Friend",0.2
"2415","1989-04-07","Tanker Captain Freed After Judge Cuts Bail",-0.333333333333333
"2416","1989-04-07","William Payette, 75, News Agency Official",0
"2417","1989-04-07","No Verdict in Fraud Trial",-0.333333333333333
"2418","1989-04-07","Paramount Funding Corp. reports earnings for Year to Dec 31",0.142857142857143
"2419","1989-04-07","Staodynamics Inc. reports earnings for Qtr to Feb 25",0
"2420","1989-04-07","The 'Guilt'? of Jews Threatens Israel",-0.5
"2421","1989-04-07","CVN Companies reports earnings for Qtr to Feb 28",0.166666666666667
"2422","1989-04-07","EX-AIDE TO WRIGHT TESTIFIES ON BOOK",0
"2423","1989-04-07","Charter Hopes Are Faulted By Experts",0.25
"2424","1989-04-07","Review/Art; Minerals and Randomness In Sigmar Polke Canvases",0
"2425","1989-04-07","Despit Losses, Green Finds Hopeful Signs",0
"2426","1989-04-08","Bush Orders Troops to Help Clean Up Oil",0.166666666666667
"2427","1989-04-08","Review/Music; Men and Boys Of Salisbury Cathedral Sing",0
"2428","1989-04-08","U.S. IS CONSIDERING LOANS AND CREDITS TO REWARD POLAND",0.6
"2429","1989-04-08","Lincoln Bancorp reports earnings for Qtr to Dec 31",0
"2430","1989-04-08","Review/Dance; Echoes of Joffrey From Princeton Ballet",0
"2431","1989-04-08","KEY RATES",0
"2432","1989-04-08","Samuel R. Shaw, 78, Marine Corps General",0
"2433","1989-04-08","COMPANY BRIEFS",0.5
"2434","1989-04-08","Trevino and Faldo Share 2-Stroke Lead in Masters",0.5
"2435","1989-04-08","Asad Mansur al-Faqih; Saudi Envoy Was 79",0
"2436","1989-04-08","U.S. LEADS FRANCE, 2-0, IN DAVIS CUP",0.25
"2437","1989-04-08","Quotation of the Day",0
"2438","1989-04-08","Arabs Battle Police at Mosque in Jerusalem",-0.2
"2439","1989-04-08","New York and New Jersey Jobless Rates Drop",-0.285714285714286
"2440","1989-04-08","CONSUMER'S WORLD: Guidepost; Credit-Card Interest",0.2
"2441","1989-04-08","After 21 Years, Fugitive Starts Serving Sentence",-0.6
"2442","1989-04-08","Rose Friend Released",0.333333333333333
"2443","1989-04-08","Review/Film; Grunts, Roars and Screams",-0.25
"2444","1989-04-08","Brooklyn Token-Booth Clerk Is Shot in Robbery Attempt",-0.333333333333333
"2445","1989-04-08","Hopeful Thesis: That Big-Power War Is Obsolete",-0.2
"2446","1989-04-08","Answers to Quiz",0
"2447","1989-04-08","Bedford Software Ltd.  reports earnings for Qtr to Feb 28",0
"2448","1989-04-08","Unemployment: Lowest Since 1973",-0.333333333333333
"2449","1989-04-08","AIDS Award May Be Trimmed",0.5
"2450","1989-04-08","Saturday News Quiz",0
"2451","1989-04-09","HOME ENTERTAINMENT/VIDEO: AND KEEP IN MIND",0
"2452","1989-04-09","Lost In Translation",-0.5
"2453","1989-04-09","Laughter - the Best Medicine for Stress",0.25
"2454","1989-04-09","Q and A",NA
"2455","1989-04-09","BASEBALL: American League; ROYALS KEEP IT CLOSE AGAIN, BUT STILL WIN, 2-1",0
"2456","1989-04-09","Answering The Mail",0
"2457","1989-04-09","Emmary Allen Is Wed To Lawrence Carlson",0
"2458","1989-04-09","AURAL COURTSHIP AND OTHER SENSATIONS",0.333333333333333
"2459","1989-04-09","Many Physicians Still Make House Calls",0.166666666666667
"2460","1989-04-09","Abortion Rights March",0.333333333333333
"2461","1989-04-09","Tongue Untied",0
"2462","1989-04-09","Question Of the Week; Did Esposito Make the Right Move?",0
"2463","1989-04-09","Taking the Mystery Out of Swiss Chard",0
"2464","1989-04-09","UEBERROTH MAKES APPEAL TO UNIONS",0.25
"2465","1989-04-09","Artistic License",0
"2466","1989-04-09","Of Sigmund and Minna",0
"2467","1989-04-09","NEW PARTY MEETS IN SOUTH AFRICA",0.2
"2468","1989-04-09","AND MAN SAID, LET THERE BE LIGHT",0.25
"2469","1989-04-09","Stephanie Kaplan Becomes a Bride",0
"2470","1989-04-09","Sara Midda: Illustrator",0
"2471","1989-04-09","Grandmothers Bear a Burden Sired by Drugs",-0.2
"2472","1989-04-09","POSTINGS: North Salem Manor; A Place in the County, Piece by Piece",-0.25
"2473","1989-04-09","The Powerful Push for Self-Service",-0.333333333333333
"2474","1989-04-09","How Can You Tell the People From the Monkeys in Central Park?",0
"2475","1989-04-09","Managing When It's All in the Family",0.5
"2476","1989-04-10","Orioles Send Viola To 2d Straight Loss",0
"2477","1989-04-10","New President of Brown Inaugurated",0.25
"2478","1989-04-10","Outdoors: An Early Shutout",0
"2479","1989-04-10","Divestiture Is Planned By G.&W.",0
"2480","1989-04-10","THE MEDIA BUSINESS: Advertising; Accounts",0.25
"2481","1989-04-10","Talks on Trade Enter Final Bargaining Stage",0.166666666666667
"2482","1989-04-10","Reviews/Television; 'Python' Alumnus Consorts With Sitcom",0
"2483","1989-04-10","Bridge",0
"2484","1989-04-10","The World Cup Of Show Jumping",-0.25
"2485","1989-04-10","Texans Believe They Duplicated Utah Nuclear Fusion Experiment",0.142857142857143
"2486","1989-04-10","Flyers Tie Their Series at 2-2",0
"2487","1989-04-10","Berryville Journal; Listening for Bulldozers While Seeking Serenity",0.166666666666667
"2488","1989-04-10","Mtel Chairman Has Hopes For National Paging System",0.166666666666667
"2489","1989-04-10","Michigan to Name Fisher",0
"2490","1989-04-10","Tunisia Is Pulling a Democratic Rabbit Out of a Dictator's Hat",-0.166666666666667
"2491","1989-04-10","Metro Datelines; Man Fleeing Group Is Killed by Subway",-0.142857142857143
"2492","1989-04-10","Review/Dance; The Proceedings in a Bed Populated by the Restless",0
"2493","1989-04-10","Correction",1
"2494","1989-04-10","No Headline",0
"2495","1989-04-10","Dr. Amy Lynn Siegel Marries Eric J. Miller",0.166666666666667
"2496","1989-04-10","Graf Easily Beats Zvereva for Title",-0.2
"2497","1989-04-10","Sports World Specials: Football; 7 Blocks of Granite A Stone's Throw Away",-0.111111111111111
"2498","1989-04-10","Sol Fishko Dies at 80; Led a Printers' Union",-0.166666666666667
"2499","1989-04-10","FINANCE BRIEFS",0
"2500","1989-04-10","Review/Dance; An Enigmatic Couple Turn From Boredom to Oblivion",-0.333333333333333
"2501","1989-04-11","INSIDE",0
"2502","1989-04-11","Stotler Group Inc reports earnings for Qtr to Dec 31",0
"2503","1989-04-11","Pacesetter Business Properies reports earnings for Qtr to Dec 31",0
"2504","1989-04-11","Claim of Achieving Fusion in Jar Gains Support in 2 Experiments",0.428571428571429
"2505","1989-04-11","CMS Advertising Inc reports earnings for Qtr to Dec 31",0
"2506","1989-04-11","American Health Services reports earnings for Year to Dec 31",0
"2507","1989-04-11","Chess",0
"2508","1989-04-11","Bush Said to Seek More Details on Jet Plan",0
"2509","1989-04-11","Fountains in Schools Called Health Threat",0.2
"2510","1989-04-11","Sierracin Corp reports earnings for Qtr to Dec 31",0
"2511","1989-04-11","PATTERNS",0
"2512","1989-04-11","WEATHER HAMPERS OIL SPILL CLEANUP",-0.4
"2513","1989-04-11","Corrections",1
"2514","1989-04-11","Tennessee Quits Club",-0.666666666666667
"2515","1989-04-11","NEWS SUMMARY",0
"2516","1989-04-11","Deal With French Bank",0
"2517","1989-04-11","No Election Timing in Koch-O'Connor Book",0
"2518","1989-04-11","Lundine Surmounts the Little Ignominies of Being No. 2",0.25
"2519","1989-04-11","Mid-America Bancorp reports earnings for Qtr to March 31",0
"2520","1989-04-11","The Politics of Race; Seeing Chicago's Election as a Signal, Blacks Work to Heal New Divisions",0
"2521","1989-04-11","By Design; Flat Feet",0
"2522","1989-04-11","Q&A",NA
"2523","1989-04-11","South Korean Airline to Buy 9 Boeing Jets",0.166666666666667
"2524","1989-04-11","Herbert J. Jacobi, Lawyer, 81",0
"2525","1989-04-11","Faldo Silences Critics With Masters Victory",0.2
"2526","1989-04-12","Computers Are Due From Sun",0
"2527","1989-04-12","Texas Unit Helps NCNB to Post 8.3% Gain in Earnings",0.142857142857143
"2528","1989-04-12","Social Security: On Whose Account?",0.5
"2529","1989-04-12","Qume Corp reports earnings for Qtr to Feb 28",0
"2530","1989-04-12","Economic Scene; Michael Milken's Other Accusers",0
"2531","1989-04-12","Nets Suffer 15th Loss In a Row on the Road",-0.4
"2532","1989-04-12","Senate, Rejecting Bush Program, Backs Minimum Wage of $4.55",0
"2533","1989-04-12","Rio Branco Journal; A Death in the Amazon, From Symbol to Script",0
"2534","1989-04-12","The Greening of Europe",0
"2535","1989-04-12","RUSSIANS PLANNING RECOVERY OF SUB",0
"2536","1989-04-12","Review/Music; An American, With West German Winds",0
"2537","1989-04-12","Superior Industries International reports earnings for Qtr to March 31",0.285714285714286
"2538","1989-04-12","The Fight for Northwest Heats Up",-0.333333333333333
"2539","1989-04-12","JB's Restaurants reports earnings for 12wks to March 13",0
"2540","1989-04-12","Yankees Lose 7th In a Row",-0.333333333333333
"2541","1989-04-12","Plasti-Line reports earnings for Qtr to March 31",0
"2542","1989-04-12","At State, The Acid Of Distrust Corrodes",-0.25
"2543","1989-04-12","Biogen Inc reports earnings for Qtr to March 31",0
"2544","1989-04-12","Broadcasting 'Fairness' Bill",0.333333333333333
"2545","1989-04-12","Six Indicted In California Savings Case",0
"2546","1989-04-12","Metro Datelines; Subway Rider Is Shot As Two Youths Fight",-0.25
"2547","1989-04-12","12 Bodies Are Found in Texas Near Border",0
"2548","1989-04-12","WINE TALK",0
"2549","1989-04-12","Humphrey Turning Pro",0
"2550","1989-04-12","Scott Selling Land To Crown Pacific",0
"2551","1989-04-13","White Is Retiring",-0.5
"2552","1989-04-13","Fannie Mae Net Up 64%",0
"2553","1989-04-13","WHERE TO FIND IT",0
"2554","1989-04-13","Ex-Nabisco Executive To Be Tambrands Chief",-0.25
"2555","1989-04-13","Upset by Hornets Turns the Knicks' Golden Moment to Dust",0
"2556","1989-04-13","Mexico Using Special Squad In Drug War",0.166666666666667
"2557","1989-04-13","2 New Division Heads At Arthur Andersen",-0.2
"2558","1989-04-13","Books of The Times; A Couple Share Challenges In an Elmore Leonard Novel",0
"2559","1989-04-13","Reviews/Music; A Pianist Plays Beethoven",0.25
"2560","1989-04-13","King World Productions Inc reports earnings for Qtr to Feb 28",0.125
"2561","1989-04-13","Russell Corp reports earnings for Qtr to March 31",0
"2562","1989-04-13","Early Pollens Make March, April and May The Cruelest Months",0
"2563","1989-04-13","Senators Raise Cap On Retiree Earnings Safe From Penalty",0
"2564","1989-04-13","Corrections",1
"2565","1989-04-13","Prices Lower in Light Trading",0
"2566","1989-04-13","Dioxin Ruling In New Jersey",0
"2567","1989-04-13","Two TV Spots for I.R.S. By McCann-Erickson",-0.333333333333333
"2568","1989-04-13","First Union Corp reports earnings for Qtr to March 31",0
"2569","1989-04-13","Basic Particle Created in Test Of Accelerator",0.4
"2570","1989-04-13","Why Bargain About the Bloc?",0.5
"2571","1989-04-13","More Than 40 Arrested in Drug Raids in New Jersey",-0.2
