"","pub_date","main","score"
"2095","2015-03-25","Your Evening Briefing",0
"2096","2015-03-25","Chiara de Blasio Is Face of Youth Counseling Initiative",0.166666666666667
"2097","2015-03-25","Ukraine Tells Bondholders to Expect Some Losses",-0.2
"2098","2015-03-25","A Conversation With Rick Chandler, New York City's Buildings Dept. Chief",0
"2099","2015-03-25","Library of Congress Opens Its Doors to the Doors",0.2
"2100","2015-03-25","Clinton Appoints a Digital Team, Crucial for a Campaign",0.166666666666667
"2101","2015-03-26","Iraqi Defense Minister Visits Air Base",0.166666666666667
"2102","2015-03-26","Jeremy Clarkson Loses Contract as Host of BBC's 'Top Gear'",-0.125
"2103","2015-03-26","Messaging Apps Offer Do-It-All Services in Bid for Higher Profits",0.125
"2104","2015-03-26","Health Agency Reports Lowest Weekly Total of New Ebola Cases",0.111111111111111
"2105","2015-03-26","Paid Notice: Deaths  LEWIS, ARTHUR",-0.2
"2106","2015-03-26","Orders for Durable Goods Fall 1.4%",0.25
"2107","2015-03-26","Teenager Wins Super-G",0
"2108","2015-03-26","Paid Notice: Deaths  BARTONE, MARIE, R.N.",-0.2
"2109","2015-03-26","Morning Agenda: Buffett&#8217;s and 3G&#8217;s Bold Bet on Kraft Foods",0.142857142857143
"2110","2015-03-26","Victoria Azarenka Moves On in Miami",0
"2111","2015-03-26","When Nancy Met Johnny",0
"2112","2015-03-26","Paid Notice: Deaths  JARCHO, MICHAEL, PH.D.",-0.166666666666667
"2113","2015-03-26","Ambassador Tries to Bridge Gap With U.S., but on Israel's Terms",-0.166666666666667
"2114","2015-03-26","At a Paris Museum, a Portrait of Tintin",0
"2115","2015-03-26","Jindal Defends His Record",0
"2116","2015-03-26","Kraft's Investors Bet on Same Formula That Helped Heinz",0
"2117","2015-03-26","Q. and A.: Karl E. Meyer and Shareen Blair Brysac on &#8216;The China Collectors&#8217;",0
"2118","2015-03-26","1940: Paris Subway as War Shelter",0
"2119","2015-03-26","Ford Issues 3 Safety Recalls",0.25
"2120","2015-03-26","Campaign Finance Reform Turns to Reward and Punishment",-0.166666666666667
"2121","2015-03-26","Corrections: March 26, 2015",0.5
"2122","2015-03-26","Trans-Pacific Partnership Seen as Door for Foreign Suits Against U.S.",0.166666666666667
"2123","2015-03-26","Germanwings Pilot Was Locked Out of Cockpit Before Crash in France",0
"2124","2015-03-26","Molly Ringwald on Her Inspirations: Films, Singers and Even a Kids&#8217; Cartoon",0.25
"2125","2015-03-26","Paid Notice: Deaths  SCHEINER, ROBERT",-0.2
"2126","2015-03-27","Suicide by Plane Crash Is Rare but Not Without Precedent",0.166666666666667
"2127","2015-03-27","Sri Lankan President's Brother Is Wounded in Ax Attack",-0.166666666666667
"2128","2015-03-27","Sudan Joins Coalition Against Yemen Rebels ",0
"2129","2015-03-27","Down but Not Out, a Plucky Formula One Team Returns",0.2
"2130","2015-03-27","Reducing Risks After the Germanwings Crash",0
"2131","2015-03-27","Review: 'Scenes for a New Heritage' at the Museum of Modern Art",0.285714285714286
"2132","2015-03-27","Sashimani Devi, Last of India's Jagannath Temple Dancers, Dies at 92",-0.125
"2133","2015-03-27","Ask Well: Does Kinesiology Tape Really Work?",0.166666666666667
"2134","2015-03-27","Quotation of the Day",0
"2135","2015-03-27","Out of Debtors&#8217; Prison, With Law as the Key",-0.25
"2136","2015-03-27","In Menendez Inquiry, Government Renews Push for Friend's Cooperation",0.285714285714286
"2137","2015-03-27","Cuomo and Lawmakers Appear Near to Ethics Reform Deal",0.142857142857143
"2138","2015-03-27","Brady Aiken Has Tommy John Surgery",0
"2139","2015-03-27","A Dangerous Escalation in Iraq",-0.333333333333333
"2140","2015-03-27","U.N. Middle East Peace Envoy Urges Security Council to Revive Talks",0.444444444444444
"2141","2015-03-27","Does Your School Do a Good Job of Teaching Sex Ed?",0.2
"2142","2015-03-27","Gabriel Figueroa: A Cinematographer's Luminous Art",0.4
"2143","2015-03-27","Kenya: Official Apology for Past Wrongs",-0.2
"2144","2015-03-27","Theater Listings for March 27-April 2",0
"2145","2015-03-27","Tech Executives Pressure Indiana After Passage of Controversial Law",-0.142857142857143
"2146","2015-03-27","Chinese Foreign Policy Comes of Age",0
"2147","2015-03-27","Off to Space for a Year, an American's Longest Journey",0
"2148","2015-03-27","Obama Praises Harry Reid in Call to Radio Station",0.285714285714286
"2149","2015-03-27","Of Catfish Wars and Shooting Wars",-0.75
"2150","2015-03-27","New York City's Week in Pictures: March 27",0
"2151","2015-03-28","Stuff We Liked",0.5
"2152","2015-03-28","Mild Winters and Crank Economics",0.5
"2153","2015-03-28","Paid Notice: Deaths  ROSENBLUTH, AUDREY",-0.2
"2154","2015-03-28","Privatization Memories",0
"2155","2015-03-28","Celebrating John F. Burns, War Reporter and Witness to Era-Defining Events",-0.125
"2156","2015-03-28","Steve Lavin and St. John's Part Ways",0
"2157","2015-03-28","Review: 'On the Nature of Things,' Karole Armitage's New Dance Work",0.25
"2158","2015-03-28","Paid Notice: Deaths  READ, BERTRAM 85",-0.2
"2159","2015-03-28","So Who Needs Matt Harvey?",-0.333333333333333
"2160","2015-03-28","Review: Melissa Manchester, Liberated, at 54 Below",0.25
"2161","2015-03-28","New Ace and Vintage Batting Lift the Yankees&#8217; Spirits ",0
"2162","2015-03-28","Ellen Pao Loses Silicon Valley Bias Case Against Kleiner Perkins",-0.111111111111111
"2163","2015-03-28","In Dubai, an American's Racing Dreams Come True",0.166666666666667
"2164","2015-03-28","Chevron Seeks to Sell Caltex Australia Stake for $3.6 Billion",0
"2165","2015-03-28","Is There Anything UConn Can't Do? Tweet, for One",0
"2166","2015-03-28","Teenagers Face Early Death, on Their Terms",-0.2
"2167","2015-03-28","Should We Keep a Low Profile in Space?",-0.25
"2168","2015-03-28","Cambodia: Another Khmer Rouge Member Is Charged",-0.166666666666667
"2169","2015-03-28","There's Just One Problem With Photos on Food Stamp Cards",-0.125
"2170","2015-03-28","Rick Pitino's Alchemy Turns Louisville's Bricks to Gold",0
"2171","2015-03-28","Family Searches for Missing Son After Blast in the East Village",-0.285714285714286
"2172","2015-03-28","Chad Strongman Says Nigeria Is Absent in Fight Against Boko Haram",-0.25
"2173","2015-03-28","Confidence Flows on Both Sides for World Cup Final",0.166666666666667
"2174","2015-03-28","Israeli Center-Left Leader Seeks Path Forward",0.166666666666667
"2175","2015-03-28","Campaign Money Tests Wisconsin Justices' Impartiality",0.333333333333333
"2176","2015-03-29","Star-Struck",0
"2177","2015-03-29","A Slice of Times Square, Always in Motion",0.2
"2178","2015-03-29","Robert Moses, French Comic Book Hero",0.333333333333333
"2179","2015-03-29","With Sugar on Top",0
"2180","2015-03-29","A Wedding Album to Savor",0.333333333333333
"2181","2015-03-29","The Method to Obama&#8217;s Middle East Mess",-0.2
"2182","2015-03-29","&#8216;The Good Wife&#8217; Recap: Absence of Yes",0
"2183","2015-03-29","2 Czech Tourists Abducted in 2013 Have Been Freed in Pakistan",0
"2184","2015-03-29","Portraying Bill Bradley, a Star Who Had a Sense of Where He Was",0.2
"2185","2015-03-29","Corrections: March 29, 2015",0.5
"2186","2015-03-29","Sri Lankan President's Brother Dies From Ax Wounds",-0.166666666666667
"2187","2015-03-29","Fringe Gone Wild",-0.333333333333333
"2188","2015-03-29","Things to Do on Long Island, March 29 to April 4, 2015",0
"2189","2015-03-29","Paid Notice: Deaths  ORDMAN, SOPHIE",-0.2
"2190","2015-03-29","In the N.C.A.A. Tournament, Games Are Big, but Life Is Bigger",0.166666666666667
"2191","2015-03-29","Next for the Big City Book Club: Russell Shorto's 'The Island at the Center of the World'",-0.1
"2192","2015-03-29","'Night at the Fiestas,' by Kirstin Valdez Quade",0
"2193","2015-03-29","Months Before East Village Blast, Utility Found Gas Line Was Tapped in Dangerous Way",-0.0909090909090909
"2194","2015-03-29","1940: Russell Refutes Nudism Charge",-0.25
"2195","2015-03-29","Paid Notice: Deaths  BOGDONOFF, MORTON",-0.2
"2196","2015-03-29","Katherine Meyer",0
"2197","2015-03-29","Insurgents Seize Much of Key Syrian City",-0.166666666666667
"2198","2015-03-29","Paid Notice: Memorials  GOLDENBERG, C. MARTIN, ON MARCH 27, 2015. BELOVED AND PRECIOUS HUSBAND OF FLOWER GOLDENBERG. DEVOTED, CHERISHED AND ADORED FATHER OF AARON, DANIEL, AND REBECCA ANN GOLDENBERG AND DAUGHTER, IN, LAW SARA LISA GOLDENBERG. SERVICES MONDAY, MARCH 30, 2015, 10AM AT PLAZA JEWISH CHAPEL, 630 AMSTERDAM AVE., NEW YORK CITY. 1",0.138888888888889
"2199","2015-03-29","Writers Old and Young: Staring Across the Moat",0
"2200","2015-03-29","An Immersive History Lesson",0
"2201","2015-03-30","De Blasio to Name Former 'Right-Hand Man' of Boston Mayor as His Chief of Staff",0.111111111111111
"2202","2015-03-30","Cleveland Indians Set Starting Rotation",0
"2203","2015-03-30","Panama City Beach Increases Spring Break Patrols",-0.142857142857143
"2204","2015-03-30","In Performance | Lena Hall",0
"2205","2015-03-30","Questions For Indiana&#8217;s Critics",-0.666666666666667
"2206","2015-03-30","Paid Notice: Deaths  WOOD, JAMES",-0.2
"2207","2015-03-30","Secrets of Velvet Worm Slime",-0.5
"2208","2015-03-30","A Truce in the War Over Family",-0.333333333333333
"2209","2015-03-30","Charges Against Ex-Federal Agents in Silk Road Investigation",-0.166666666666667
"2210","2015-03-30","On Obama Delaying the Afghanistan Pullout",-0.25
"2211","2015-03-30","Bale Shakes Off Madrid Blues With Wales",-0.2
"2212","2015-03-30","A Rosy Glow",1
"2213","2015-03-30","Roger L. Mayer, Pioneer of Film Preservation, Dies at 88",-0.166666666666667
"2214","2015-03-30","Fancy, Evasive Language",0
"2215","2015-03-30","The Beating of Floyd Dent",-0.666666666666667
"2216","2015-03-30","Win Is a Win, as the Nets Continue a Playoff Push",0
"2217","2015-03-30","Shooters Can't See? Fans, Cover Your Eyes",0.166666666666667
"2218","2015-03-30","Official Says Commander of Group That Massacred 21 in Tunisia Is Dead",-0.285714285714286
"2219","2015-03-30","For the Police, Quality Over Quantity ",0.333333333333333
"2220","2015-03-30","Poetry Everywhere, and They Mean Everywhere, in Miami Festival",0
"2221","2015-03-30","Paid Notice: Memorials  GOLDENBERG, C. MARTIN, ON MARCH 27, 2015. BELOVED AND PRECIOUS HUSBAND OF FLOWER GOLDENBERG. DEVOTED, CHERISHED AND ADORED FATHER OF AARON, DANIEL, AND REBECCA ANN GOLDENBERG AND DAUGHTER, IN, LAW SARA LISA GOLDENBERG. SERVICES MONDAY, MARCH 30, 2015, 10AM AT PLAZA JEWISH CHAPEL, 630 AMSTERDAM AVE., NEW YORK CITY. 1",0.138888888888889
"2222","2015-03-30","Intersection | Seoul, South Korea",0
"2223","2015-03-30","Arab Nations to Form Military Force to Counter Iran and Islamist Extremists",-0.111111111111111
"2224","2015-03-30","Arrests After Bangladesh Blogger's Death",-0.25
"2225","2015-03-30","Photos That Echo Russia and Ukraine",0
"2226","2015-03-31","Inquiry of Silk Road Website Spurred Agents' Own Illegal Acts, Officials Say",-0.1
"2227","2015-03-31","In Treatment, but in Which Language?",0
"2228","2015-03-31","A Trial Partnership for 2 Jewish Cultural Institutions in New York",0.285714285714286
"2229","2015-03-31","On Broadway, &#8216;Honeymoon&#8217; Is Over",0.5
"2230","2015-03-31","Paid Notice: Memorials  LANDON, R. KIRK. ASSURANT AND OUR EMPLOYEES ARE DEEPLY SADDENED BY THE DEATH OF R. KIRK LANDON. KIRK, 85, PASSED AWAY AT HIS CORAL GABLES, FL HOME ON MARCH 24. FROM 1980, 1999 KIRK SERVED AS CHIEF EXECUTIVE OFFICER AND CHAIRMAN OF AMERICAN BANKERS INSURANCE GROUP, WHICH WAS ACQUIRED BY ASSURANT. HE WAS A LEADER, A MENTOR, A HUMANIST, A PHILANTHROPIST AND A GREAT FRIEND TO ALL. KNOWN FOR HIS STRAIGHT TALK AND HIS EXEMPLARY LEADERSHIP, KIRK CREATED A PEOPLE, FOCUSED CULTURE AT THE COMPANY THAT CONTINUES ON TO THIS DAY. AFTER RETIRING IN 1999, KIRK BECAME A FULL, TIME PHILANTHROPIST AND ADVOCATE FOR EDUCATIONAL, CIVIC AND CULTURAL CAUSES. HIS GENEROUS SPIRIT AND PHILANTHROPIC ARM REACHED FAR INTO THE COMMUNITIES OF SOUTH FLORIDA. IN 2011, THE MIAMI TRANSPLANT INSTITUTE HONORED HIM WITH ITS HUMANITARIAN AWARD. HIS GENEROUS SPIRIT AND PRESENCE IN THE COMMUNITY AND AT ASSURANT WILL BE MISSED. WE ARE GRATEFUL TO HAVE WORKED WITH HIM AND BENEFITED FROM HIS LEADERSHIP. OUR THOUGHTS AND DEEPEST SYMPATHIES ARE WITH HIS LOVED ONES, HIS CHILDREN KATHLEEN STALEY AND CHRIS LANDON, HIS GRANDCHILDREN KIRK STALEY, ANGELA AND ROBERT SPEARS, AND HIS PARTNER OF EIGHTEEN YEARS, PAM GARRISON. 1",0.203703703703704
"2231","2015-03-31","Word of the Day | congruent",0
"2232","2015-03-31","Parsing Ronald Reagan's Words for Early Signs of Alzheimer's",0
"2233","2015-03-31","Paid Notice: Deaths  NEWI, ALEXANDER (ALEC) GARNETT",-0.142857142857143
"2234","2015-03-31","Missing Deflation and the Argument for Inflation",-0.75
"2235","2015-03-31","S.E.C. Accuses Financier Lynn Tilton of Defrauding Investors",-0.142857142857143
"2236","2015-03-31","New York Today: A New Season for Citi Bike",0
"2237","2015-03-31","Photos That Echo Russia and Ukraine",0
"2238","2015-03-31","Paid Notice: Deaths  BUICE, STUART UPCHURCH",-0.166666666666667
"2239","2015-03-31","Enterovirus 68 May Be Linked to Paralysis in Children, Study Says",-0.285714285714286
"2240","2015-03-31","Father Stays on Sideline as Georgia State's R.J. Hunter Enters the N.B.A. Draft",0
"2241","2015-03-31","Jay Z Reveals Plans for Tidal, a Streaming Music Service",-0.142857142857143
"2242","2015-03-31","Paid Notice: Deaths  ANDERSEN, MARIANNE",-0.2
"2243","2015-03-31","Paid Notice: Deaths  MARTINEZ, LIONEL R",-0.2
"2244","2015-03-31","A Cheapskate's Cheatsheet to Tbilisi, Georgia",0
"2245","2015-03-31","Dufry to Undertake Bid for All of Its Rival, World Duty Free",-0.142857142857143
"2246","2015-03-31","Paid Notice: Deaths  MUCHNICK, RICHARD S.",-0.2
"2247","2015-03-31","Big Ears Festival Stars the Avant-Garde",0.2
"2248","2015-03-31","March 31, 2015 - Pictures of the Day",0
"2249","2015-03-31","Supreme Court Leaves Intact New York's Ban on Religious Services in Schools",0.2
"2250","2015-03-31","Suspect's Request to Testify Adds Wrinkle to Litvinenko Inquiry",-0.285714285714286
"2251","2015-04-01","April 1, 2015 - Pictures of the Day",0
"2252","2015-04-01","Nets, Hitting Their Stride When It Counts, Hold Off the Pacers",0
"2253","2015-04-01","Has American Business Lost Its Mojo?",-0.25
"2254","2015-04-01","Carlos Falchi, 70, Dies; Turned Exotic Animal Skins Into Coveted Handbags",-0.222222222222222
"2255","2015-04-01","Pictures of the Day: Iraq and Elsewhere",0
"2256","2015-04-01","Orbital Publishing Accused of Fraud in Selling Subscriptions",-0.166666666666667
"2257","2015-04-01","A Radish and Herb Salad That's on the Cutting Edge",-0.333333333333333
"2258","2015-04-01","Finding Respite on Basketball Court",0.5
"2259","2015-04-01","Remembrance of Things Lost",-0.333333333333333
"2260","2015-04-01","Dolce &#038; Gabbana Earrings Fit for a Queen (Bee)",0.166666666666667
"2261","2015-04-01","Scott Walker and Dogs &#8230; He&#8217;s No Ronald Reagan",0
"2262","2015-04-01","The French Surveillance State",0.333333333333333
"2263","2015-04-01","Court in Turkey Acquits Military Officers of Trying to Overthrow Government",0
"2264","2015-04-01","Concert Versions Take Opera to a More Personal Level",0
"2265","2015-04-01","Political Thunder Over the Iran Deal",0.25
"2266","2015-04-01","Strikes in Argentina Bring Transportation to Standstill",-0.4
"2267","2015-04-01","A Conversation With Veronica Mainetti of the Sorgente Group of America",0
"2268","2015-04-01","A Seat at the Table",0
"2269","2015-04-01","Arizona Orders Doctors to Say Abortions With Drugs May Be Reversible",0
"2270","2015-04-01","Trailer: 'Gamera'",0
"2271","2015-04-01","Charter's Deal May Not Be the Last Word on Bright House",0.142857142857143
"2272","2015-04-01","Review: 'The Lizzie Borden Chronicles,' a Lifetime Series Starring Christina Ricci",0
"2273","2015-04-01","What Is Morgellons? Singer Joni Mitchell&#8217;s Disputed Diagnosis",-0.166666666666667
"2274","2015-04-01","Paid Notice: Deaths  HOLZER, ROSE",-0.2
"2275","2015-04-01","Getty Grandson, 47, Found Dead Inside His Home",-0.166666666666667
"2276","2015-04-02","Palestinians Join International Criminal Court, but Tread Cautiously at First",0.125
"2277","2015-04-02","Office Space Is Hard to Find for Silicon Valley Newcomers",-0.142857142857143
"2278","2015-04-02","Sydney Leroux and Alex Morgan: Peas in an Exacting Pod",0.142857142857143
"2279","2015-04-02","Musical? Play? All That&#8217;s Sure Is David Bowie Is Involved",0
"2280","2015-04-02","Your Evening Briefing",0
"2281","2015-04-02","When the Politics of &#8216;Religious Freedom&#8217; Divides Families",0.4
"2282","2015-04-02","First Draft Focus: Robert Menendez Goes to Court",0.142857142857143
"2283","2015-04-02","Obama Expands Options for Retaliating Against Foreign Hackers  ",-0.166666666666667
"2284","2015-04-02","Comentario: Acuerdo nuclear con Iran no gira solo en torno a las bombas",0
"2285","2015-04-02","Russia: Scores Die as Trawler Sinks in the Western Pacific",-0.142857142857143
"2286","2015-04-02","For Duke and Kentucky, There's Blue and Then There's Blue",0
"2287","2015-04-02","McDonald's to Raise Pay at Outlets It Operates",0
"2288","2015-04-02","Jonathan Taylor's Accuser Is Arrested",-0.25
"2289","2015-04-02","With Galaxy S6 and S6 Edge, Samsung Tries to Regain Its Footing",-0.333333333333333
"2290","2015-04-02","Criminal Complaint Filed Against Queens Women",-0.4
"2291","2015-04-02","New York State Budget Is Passed Just After Deadline",0.285714285714286
"2292","2015-04-02","In West Hollywood, a Hotel With a Westwood Touch",0
"2293","2015-04-02","Paid Notice: Deaths  WOLF, MARY C",-0.2
"2294","2015-04-02","Review: 'The Forecaster' Traces the Downfall of an Investment Manager",0
"2295","2015-04-02","Review: Alexi Kenney at Weill Recital Hall",0
"2296","2015-04-02","Karl Lagerfeld Brings Chanel's Salzburg to New York",0
"2297","2015-04-02","Thailand: Martial Law Lifted, but Junta Retains a Tight Grip",0.125
"2298","2015-04-02","At Christian Fashion Week, Modesty Is One Policy",0.333333333333333
"2299","2015-04-02","ClassPass: Deep Discounts, but Some Discontent",-0.25
"2300","2015-04-02","Shabazz Napier Out for Season",0
"2301","2015-04-03","Why a Claim About the Irrelevance of Parenting Time Doesn't Add Up",0
"2302","2015-04-03","The New Men's Fragrances, Aggressively Packaged",-0.2
"2303","2015-04-03","I Figured Out How to Tie a Bow Tie, No Thanks to YouTube",0.166666666666667
"2304","2015-04-03","Chanel's Antidote to Megashows",0
"2305","2015-04-03","Paid Notice: Deaths  MARSH, MARIAN (NEE EBNER) ON APRIL 1 MARIAN",-0.111111111111111
"2306","2015-04-03","Going Out on Weekends Is No Longer Just for Amateurs",0.25
"2307","2015-04-03","Everybody Hit Somebody",0
"2308","2015-04-03","Robert Menendez Indictment Points to Corrupting Potential of Super PACs",-0.25
"2309","2015-04-03","The Memory of Catholicism",0
"2310","2015-04-03","Should Grown Men Use Emoji?",0.25
"2311","2015-04-03","Paid Notice: Deaths  POLLACK, ARLENE",-0.2
"2312","2015-04-03","As the Zamboni Idles, N.H.L. Ice Crews Do the Heavy Clearing",0
"2313","2015-04-03","New York City Ballet, Pointe by Pointe",-0.333333333333333
"2314","2015-04-03","Who Owns France's Republican Values?",0.25
"2315","2015-04-03","Paid Notice: Deaths  GLASER, DAVID",-0.2
"2316","2015-04-03","10 Ways to Teach and Learn About Spring (While The Learning Network Is on Vacation)",0.285714285714286
"2317","2015-04-03","New York City Ballet, Pointe by Pointe",-0.333333333333333
"2318","2015-04-03","A Menagerie of Childhood Pets",0
"2319","2015-04-03","Gravehopping: Mel Blanc",0
"2320","2015-04-03","The Grand Waldhaus Hotel",0.333333333333333
"2321","2015-04-03","Shaka Smart to Leave V.C.U. to Coach Texas",0.166666666666667
"2322","2015-04-03","Antitrust and Other Inquiries in Europe Target U.S. Tech Giants",-0.166666666666667
"2323","2015-04-03","'Game of Thrones' Writer George R.R. Martin Posts 'Winds of Winter' Novel Excerpt",0.1
"2324","2015-04-03","In Tunisia, One Brother Studied Philosophy, Another Gunned Down Tourists",-0.125
"2325","2015-04-03","What&#8217;s On This Week Around the World",0
"2326","2015-04-04","With Iran Deal in Hand, White House Makes Sales Pitch to Preserve It",0
"2327","2015-04-04","The Many Droughts of California",-0.333333333333333
"2328","2015-04-04","Paid Notice: Deaths  SNEDAKER, ANNE WOOD",-0.166666666666667
"2329","2015-04-04","Humans of A.C.P.T.",0.5
"2330","2015-04-04","Report Details Flawed Law Enforcement Response to Marathon Bombings",-0.125
"2331","2015-04-04","Arab World Adjusts to Shift in U.S.-Iran Relations",0.166666666666667
"2332","2015-04-04","Virginia: Duke Agrees to Pay $2.5. Million for Ash Spill",0
"2333","2015-04-04","Review: 'Diego Rivera and Frida Kahlo in Detroit'",0
"2334","2015-04-04","Rudolph Perz, Creator of Pillsbury's Doughboy, Dies at 89",-0.166666666666667
"2335","2015-04-04","Sarah Brady, Gun Control Activist, Is Dead at 73",-0.333333333333333
"2336","2015-04-04","McDonald&#8217;s Minimum Raise",-0.333333333333333
"2337","2015-04-04","The Importance of Naming Your Emotions",0.333333333333333
"2338","2015-04-04","A Strength Coach for Wisconsin Uses an App That Works More Than Thumb Muscles",0.125
"2339","2015-04-04","With 50-1 Bet, Casino Owner Sits Two Michigan State Wins From $1 Million",0.111111111111111
"2340","2015-04-04","Stuff We Liked",0.5
"2341","2015-04-04","French Bill Barring Ultrathin Models Clears a Hurdle",0
"2342","2015-04-04","San Francisco Police Officers to Be Dismissed Over Racist Texts",-0.142857142857143
"2343","2015-04-04","Preservationists Fight to Save a Former Asylum in New Jersey",0
"2344","2015-04-04","Alabama Man Freed After Decades on Death Row",-0.166666666666667
"2345","2015-04-04","As Quakes Rattle Oklahoma, Fingers Point to Oil and Gas Industry",-0.125
"2346","2015-04-04","Obama Ventures Into Red States to Pitch His Economic Goals",0.285714285714286
"2347","2015-04-04","An Opportunistic Manhattan Burglar Proves Difficult to Pin Down",-0.333333333333333
"2348","2015-04-04","Review: A Writhing, Emotional Revival of Wagner's 'Tannhauser'",0
"2349","2015-04-04","Jobs Report Sends Government Bond Yields Down",0
"2350","2015-04-04","France: TV Reports on Hostage Taking Prompt Lawsuit and an Investigation",0.142857142857143
"2351","2015-04-05","Iran Will Allow Women in Sports Stadiums, Reversing a Much-Criticized Rule",0.222222222222222
"2352","2015-04-05","After Starting Slowly, L.P.G.A. Veterans Make a Push",-0.166666666666667
"2353","2015-04-05","Cut From the Same Cloth",-0.5
"2354","2015-04-05","Masahiro Tanaka Says His Velocity May Be Lower",-0.166666666666667
"2355","2015-04-05","Why Does She Like Offensive Music? Try Asking",-0.2
"2356","2015-04-05","Paid Notice: Deaths  LAIBE, JOHN 1928, 2015 JOHN WILLIAM LAIBE",-0.125
"2357","2015-04-05","Sentiments and Spaghetti",0
"2358","2015-04-05","Fidel Castro Appears in Public for First Time in 14 Months",0.142857142857143
"2359","2015-04-05","Reading Options for Opening Day",0.5
"2360","2015-04-05","Restaurant Review: Hush Bistro in Farmingdale",0
"2361","2015-04-05","Baritone Luca Salsi Pulls a Leading-Role Double",-0.166666666666667
"2362","2015-04-05","The Trader Who Donates Half His Pay",0.5
"2363","2015-04-05","The Travel Selfie: I Was Here, Give Me a Discount",0.5
"2364","2015-04-05","Rutgers, That Other Unbeaten Team in the 1976 Final Four",0
"2365","2015-04-05","Joan Jonas: All at Once",0
"2366","2015-04-05","Stuffed Animals With an Agenda ",0
"2367","2015-04-05","Editors' Choice",0
"2368","2015-04-05","Paul George Returning to Pacers",0.25
"2369","2015-04-05","Business Owners in Brooklyn Heights Start Subtle Lobbying of Clinton Campaign",0.111111111111111
"2370","2015-04-05","Things to Do in Connecticut, April 5 to 11, 2015",0
"2371","2015-04-05","Aisha Martini and Eduardo Sanchez",0
"2372","2015-04-05","The Cuddly, Fluffy, Surreal World of Angora Show Bunnies",-0.142857142857143
"2373","2015-04-05","James Hannaham's 'Delicious Foods'",0
"2374","2015-04-05","What Obama Would Say to Iranians",0
"2375","2015-04-05","'ISIS: Inside the Army of Terror,' and More",-0.25
"2376","2015-04-06","The Fiscal Future I: The Hyperbolic Case for Bigger Government",0
"2377","2015-04-06","Asian, American, Woman, Philosopher",0
"2378","2015-04-06","Mattia Bonetti&#8217;s Surreal World",0
"2379","2015-04-06","Who&#8217;s Coming to Dinner? Explorers, Astronauts and Spelunkers",0.166666666666667
"2380","2015-04-06","A Mascot With a Fuzzy Future",0
"2381","2015-04-06","Paul George's Long-Awaited Return Electrifies Pacers' Push",0
"2382","2015-04-06","Jeb Bush Listed Himself as &lsquo;Hispanic&rsquo; on Voter Form",0
"2383","2015-04-06","High School Track Athletes Live Out Jamaica's National Passion",0.375
"2384","2015-04-06","Paid Notice: Memorials  GOLD, SIDNEY",0.2
"2385","2015-04-06","Flyers Play Role of Spoiler",0.25
"2386","2015-04-06","Taking a Few Swings as the Season Begins",0
"2387","2015-04-06","Corrections: April 6, 2015",0.5
"2388","2015-04-06","Review: Philip Glass's 'Words Without Music' Tells of a Life Full of Changes in Rhythm",0.0909090909090909
"2389","2015-04-06","The Snake That's Eating Florida",0
"2390","2015-04-06","For Derek Jeter, Retirement Is a Job",-0.25
"2391","2015-04-06","Online Test-Takers Feel Anti-Cheating Software's Uneasy Glare",-0.285714285714286
"2392","2015-04-06","Gloria Steinem and Whoopi Goldberg Join Tribeca Film Festival Juries",0.222222222222222
"2393","2015-04-06","1915: German Ships Reported Sunk",0
"2394","2015-04-06","Beneath California Crops, Groundwater Crisis Grows",-0.166666666666667
"2395","2015-04-06","Fed Minutes, Greek Debt Talks and Samsung Earnings",-0.142857142857143
"2396","2015-04-06","Ad Attacking Rand Paul on Iran Will Coincide With Opening of His Presidential Campaign",0.222222222222222
"2397","2015-04-06","U.S. Allies Flock to Join China's Development Bank",0.333333333333333
"2398","2015-04-06","What We&#8217;re Reading Now",0
"2399","2015-04-06","India Tries Evacuating Citizens in Yemen",-0.2
"2400","2015-04-06","Michigan State&#8217;s Magic Conjures Only So Long ",0.6
"2401","2015-04-07","Paid Notice: Deaths  GOTBAUM, VICTOR",-0.2
"2402","2015-04-07","&#8216;New Girl&#8217; Star Lamorne Morris on Writing This Week&#8217;s Story Line About Race and the Police",-0.0909090909090909
"2403","2015-04-07","Bank of America Merrill Lynch Hires Banker for Equity Capital Markets",0.111111111111111
"2404","2015-04-07","JetBlue to Add Daily Service Between Albany and Florida",-0.166666666666667
"2405","2015-04-07","Victoria Press&#8217;s Blithe Spirit",0.25
"2406","2015-04-07","Paid Notice: Deaths  RABUSHKA, JOSEPH",-0.2
"2407","2015-04-07","Nets, Bouncing Back, Move Closer to the Playoffs ",0.166666666666667
"2408","2015-04-07","Iraq: Crews Start Burial Site Excavation",0
"2409","2015-04-07","3-Month Treasury Bills",0
"2410","2015-04-07","Shelf, iPad, Bed Table: Reading, March 2015",0
"2411","2015-04-07","Skeptical of Iran Nuclear Deal, Israel Calls for Changes",0
"2412","2015-04-07","Paid Notice: Deaths  BRANDT, FREDRIC",-0.2
"2413","2015-04-07","North Carolina: Death Penalty Sought for Students' Killing",-0.142857142857143
"2414","2015-04-07","Earth, the Marvelous Blue Orb",0.25
"2415","2015-04-07","New York City Discriminated in Paying Managers, Commission Finds",0.25
"2416","2015-04-07","Kenyans Try to Trace a Student's Path to Terrorism",-0.333333333333333
